layer,Cotas,Cota_MDERa,Dif_MDERaf
Puntos IGN,3,3.09024,0.09
Puntos IGN,3,2.76388,-0.236
Puntos IGN,3,2.57183,-0.428
Puntos IGN,3,2.45512,-0.545
Puntos IGN,3,2.34952,-0.65
Puntos IGN,4,2.55376,-1.446
Puntos IGN,3,2.70156,-0.298
Puntos IGN,4,3.47548,-0.525
Puntos IGN,4,3.75577,-0.244
Puntos IGN,4,4.39819,0.398
Puntos IGN,4,4.05819,0.058
Puntos IGN,3.5,3.52224,0.022
Puntos IGN,3.5,2.88653,-0.613
Puntos IGN,4,3.48552,-0.514
Puntos IGN,3.5,3.50385,0.004
Puntos IGN,3,3.23509,0.235
Puntos IGN,3,2.94979,-0.05
Puntos IGN,3.5,3.10089,-0.399
Puntos IGN,3.5,3.17353,-0.326
Relevamiento Victoria,7.9,4.76461,-3.135
Relevamiento Victoria,4.89,4.87128,-0.019
Puntos IGN,3,2.94136,-0.059
Puntos IGN,3,3.06685,0.067
Relevamiento Victoria,7.51,7.54898,0.039
Relevamiento Victoria,7.307,6.09472,-1.212
Relevamiento Victoria,7.93,4.76461,-3.165
Relevamiento Victoria,6.295,6.14965,-0.145
Puntos IGN,3.4,3.42593,0.026
Puntos IGN,4.1,3.35046,-0.75
Puntos IGN,3,3.68743,0.687
Puntos IGN,3.9,4.30148,0.401
Puntos IGN,4.4,3.76549,-0.635
Puntos IGN,4,3.53744,-0.463
Puntos IGN,4.4,3.25998,-1.14
Puntos IGN,4.3,3.51783,-0.782
Puntos IGN,3.5,4.2435,0.744
Puntos IGN,4.4,3.16347,-1.237
Puntos IGN,4.13,3.65971,-0.47
Puntos IGN,3.9,3.61688,-0.283
Puntos IGN,3.3,3.57151,0.272
Puntos IGN,3.2,3.57598,0.376
Puntos IGN,3.4,3.78682,0.387
Puntos IGN,4.5,3.76984,-0.73
Puntos IGN,4,4.71037,0.71
Puntos IGN,4,4.2835,0.284
Puntos IGN,4.2,3.80087,-0.399
Puntos IGN,3.9,4.20496,0.305
Puntos IGN,3.8,3.62025,-0.18
Puntos IGN,4.9,3.9516,-0.948
Puntos IGN,4.2,4.4801,0.28
Puntos IGN,5.3,5.37969,0.08
Puntos IGN,7.4,5.2102,-2.19
Puntos IGN,6.8,5.05926,-1.741
Puntos IGN,3.9,3.93001,0.03
Puntos IGN,4,4.18588,0.186
Puntos IGN,4.8,4.96617,0.166
Puntos IGN,6.7,5.03701,-1.663
Puntos IGN,6.4,5.22446,-1.176
Puntos IGN,6.5,4.80679,-1.693
Puntos IGN,5.9,5.12278,-0.777
Puntos IGN,4.8,5.32059,0.521
Puntos IGN,4.1,4.98731,0.887
Puntos IGN,4.9,4.91692,0.017
Puntos IGN,3.1,3.40533,0.305
Puntos IGN,3.5,3.62228,0.122
Puntos IGN,4.6,5.02373,0.424
Puntos IGN,4.8,5.13625,0.336
Puntos IGN,3.8,3.83823,0.038
Puntos IGN,3.7,3.5199,-0.18
Puntos IGN,3.4,3.52472,0.125
Puntos IGN,3.7,3.93957,0.24
Puntos IGN,3.6,4.05631,0.456
Puntos IGN,3.5,3.37814,-0.122
Puntos IGN,3.9,4.14998,0.25
Puntos IGN,4,4.23876,0.239
Puntos IGN,3.9,3.90969,0.01
Puntos IGN,4.4,4.42811,0.028
Puntos IGN,3.4,3.39937,-0.001
Puntos IGN,3.9,3.65938,-0.241
Puntos IGN,5.5,4.79775,-0.702
Puntos IGN,3.7,4.23092,0.531
Puntos IGN,3.7,4.1673,0.467
Puntos IGN,4.3,4.37499,0.075
Puntos IGN,5.8,5.73682,-0.063
Puntos IGN,4.9,4.96509,0.065
Puntos IGN,4.9,5.10015,0.2
Puntos IGN,4.5,4.92246,0.422
Puntos IGN,3.8,3.9253,0.125
Puntos IGN,3.8,4.14948,0.349
Puntos IGN,5.3,5.40709,0.107
Puntos IGN,5.5,5.00479,-0.495
Puntos IGN,4.2,4.42978,0.23
Puntos IGN,4.4,4.51365,0.114
Puntos IGN,4.2,4.29992,0.1
Puntos IGN,5.7,5.44046,-0.26
Puntos IGN,3,2.85598,-0.144
Puntos IGN,3.2,2.98816,-0.212
Puntos IGN,6.6,4.90257,-1.697
Puntos IGN,3,2.88045,-0.12
Puntos IGN,4.8,4.77702,-0.023
Puntos IGN,5,4.35078,-0.649
Puntos IGN,5.8,5.05062,-0.749
Puntos IGN,7.2,4.63377,-2.566
Puntos IGN,4.4,4.15847,-0.242
Puntos IGN,4.5,4.25871,-0.241
Puntos IGN,5.4,4.46311,-0.937
Puntos IGN,4.2,4.41387,0.214
Puntos IGN,5,4.58693,-0.413
Puntos IGN,4.7,4.33768,-0.362
Puntos IGN,4.5,4.73701,0.237
Puntos IGN,4.9,4.87915,-0.021
Puntos IGN,2.9,2.78151,-0.118
Puntos IGN,3,2.91268,-0.087
Puntos IGN,4.6,4.0578,-0.542
Puntos IGN,3.9,4.01649,0.116
Puntos IGN,5.5,3.229,-2.271
Puntos IGN,4.8,4.27886,-0.521
Puntos IGN,3,3.05713,0.057
Puntos IGN,3.2,5.39094,2.191
Puntos IGN,4.9,4.87078,-0.029
Puntos IGN,5.1,4.90199,-0.198
Puntos IGN,3.9,4.05064,0.151
Puntos IGN,5,3.43561,-1.564
Puntos IGN,4.3,4.78084,0.481
Puntos IGN,4.4,4.66641,0.266
Puntos IGN,4.8,4.86962,0.07
Puntos IGN,3.4,4.52467,1.125
Puntos IGN,4.1,4.20966,0.11
Puntos IGN,4.4,4.20276,-0.197
Puntos IGN,3.9,4.14303,0.243
Puntos IGN,4.3,4.08818,-0.212
Puntos IGN,4.7,4.44792,-0.252
Puntos IGN,4.6,4.60293,0.003
Puntos IGN,4.9,4.59934,-0.301
Puntos IGN,4.8,5.0239,0.224
Puntos IGN,4.6,4.52901,-0.071
Puntos IGN,4.1,4.54689,0.447
Puntos IGN,4.8,4.71248,-0.088
Puntos IGN,4.6,4.05172,-0.548
Puntos IGN,6.2,6.08484,-0.115
Puntos IGN,6,6.071,0.071
Puntos IGN,6,6.04442,0.044
Puntos IGN,6.5,5.94432,-0.556
Puntos IGN,4.5,5.00461,0.505
Puntos IGN,6.3,5.53775,-0.762
Puntos IGN,8.4,6.15104,-2.249
Puntos IGN,5.8,5.19587,-0.604
