layer,Cota,Cota_MDE_R,Dif_MDE_Ra,UnidadPaisaje
Puntos IGN,2.3,0.39594,-1.904,Humedales del Delta frontal
Puntos IGN,1.2,0.38433,-0.816,Humedales del Delta frontal
Puntos IGN,2.1,0.96223,-1.138,Humedales del Delta frontal
Puntos IGN,2.1,1.37985,-0.72,Humedales del Delta frontal
Puntos IGN,1.8,1.64855,-0.151,Humedales del Delta frontal
Puntos IGN,2.2,1.78879,-0.411,Humedales del Delta frontal
Puntos IGN,2.3,1.62931,-0.671,Humedales del Delta frontal
Puntos IGN,1.9,1.82467,-0.075,Humedales del Delta frontal
Puntos IGN,1.6,2.058,0.458,Humedales del Delta frontal
Puntos IGN,1.6,1.99698,0.397,Humedales del Delta frontal
Puntos IGN,1.6,1.90119,0.301,Humedales del Delta frontal
Puntos IGN,1.7,1.80042,0.1,Humedales del Delta frontal
Puntos IGN,1.3,1.90453,0.605,Humedales del Delta frontal
Puntos IGN,1.9,1.50219,-0.398,Humedales del Delta frontal
Puntos IGN,1.7,1.45544,-0.245,Humedales del Delta frontal
Puntos IGN,1,1.63777,0.638,Humedales del Delta frontal
Puntos IGN,1.1,1.46203,0.362,Humedales del Delta frontal
Puntos IGN,1.8,1.54771,-0.252,Humedales del Delta frontal
Puntos IGN,1.5,1.97922,0.479,Humedales del Delta frontal
Puntos IGN,1.4,1.77403,0.374,Humedales del Delta frontal
Puntos IGN,1.8,1.54601,-0.254,Humedales del Delta frontal
Puntos IGN,1.1,1.46049,0.36,Humedales del Delta frontal
Puntos IGN,1.1,1.58778,0.488,Humedales del Delta frontal
Puntos IGN,1.1,1.28012,0.18,Humedales del Delta frontal
Puntos IGN,1.1,1.29949,0.199,Humedales del Delta frontal
Puntos IGN,1.4,1.69696,0.297,Humedales del Delta frontal
Puntos IGN,1.8,1.87572,0.076,Humedales del Delta frontal
Puntos IGN,2.5,1.55494,-0.945,Humedales del Delta frontal
Puntos IGN,2,1.59661,-0.403,Humedales del Delta frontal
Puntos IGN,1.9,1.70229,-0.198,Humedales del Delta frontal
Puntos IGN,2.3,1.18777,-1.112,Humedales del Delta frontal
Puntos IGN,2.1,0.77559,-1.324,Humedales del Delta frontal
Puntos IGN,1.3,0.67121,-0.629,Humedales del Delta frontal
Puntos IGN,1.4,0.71125,-0.689,Humedales del Delta frontal
Puntos IGN,1.7,0.81593,-0.884,Humedales del Delta frontal
Puntos IGN,2.1,1.26108,-0.839,Humedales del Delta frontal
Puntos IGN,1.9,2.05329,0.153,Humedales del Delta frontal
Puntos IGN,1.1,1.7132,0.613,Humedales del Delta frontal
Puntos IGN,1.4,1.90292,0.503,Humedales del Delta frontal
Puntos IGN,1.4,2.05168,0.652,Humedales del Delta frontal
Puntos IGN,1.9,2.21597,0.316,Humedales del Delta frontal
Puntos IGN,1.3,1.99185,0.692,Humedales del Delta frontal
Puntos IGN,1.4,2.02735,0.627,Humedales del Delta frontal
Puntos IGN,1.5,2.13,0.63,Humedales del Delta frontal
Puntos IGN,1.8,2.44602,0.646,Humedales del Delta frontal
Puntos IGN,1.2,2.32946,1.129,Humedales del Delta frontal
Puntos IGN,1.6,2.01171,0.412,Humedales del Delta frontal
Puntos IGN,1.3,2.09812,0.798,Humedales del Delta frontal
Puntos IGN,1.5,1.76637,0.266,Humedales del Delta frontal
Puntos IGN,2.2,2.04203,-0.158,Humedales del Delta frontal
Puntos IGN,2.1,1.97389,-0.126,Humedales del Delta frontal
Puntos IGN,1.7,1.66762,-0.032,Humedales del Delta frontal
Puntos IGN,1.4,1.77928,0.379,Humedales del Delta frontal
Puntos IGN,1.55,1.75081,0.201,Humedales del Delta frontal
Puntos IGN,1.5,1.75708,0.257,Humedales del Delta frontal
Puntos IGN,1.11,1.69387,0.584,Humedales del Delta frontal
Puntos IGN,1.4,2.01489,0.615,Humedales del Delta frontal
Puntos IGN,1.4,2.19129,0.791,Humedales del Delta frontal
Puntos IGN,1.7,1.75342,0.053,Humedales del Delta frontal
Puntos IGN,1.2,1.29012,0.09,Humedales del Delta frontal
Puntos IGN,1.6,1.53302,-0.067,Humedales del Delta frontal
Puntos IGN,2,2.01726,0.017,Humedales del Delta frontal
Puntos IGN,1.3,2.21398,0.914,Humedales del Delta frontal
Puntos IGN,1.3,2.13475,0.835,Humedales del Delta frontal
Puntos IGN,1.1,1.7132,0.613,Humedales del Delta frontal
Puntos IGN,1.4,2.06345,0.663,Humedales del Delta frontal
Puntos IGN,1.7,2.2042,0.504,Humedales del Delta frontal
Puntos IGN,2.2,2.29595,0.096,Humedales del Delta frontal
Puntos IGN,1.57,2.27757,0.708,Humedales del Delta frontal
Puntos IGN,1.72,2.23653,0.517,Humedales del Delta frontal
Puntos IGN,1.63,2.06141,0.431,Humedales del Delta frontal
Puntos IGN,1.45,1.78961,0.34,Humedales del Delta frontal
Puntos IGN,1.72,1.786,0.066,Humedales del Delta frontal
Puntos IGN,1.7,1.91795,0.218,Humedales del Delta frontal
Puntos IGN,1.27,1.99182,0.722,Humedales del Delta frontal
Puntos IGN,1.25,1.99157,0.742,Humedales del Delta frontal
Puntos IGN,1.16,1.91284,0.753,Humedales del Delta frontal
Puntos IGN,1.02,1.87464,0.855,Humedales del Delta frontal
Puntos IGN,1.51,1.97906,0.469,Humedales del Delta frontal
Puntos IGN,1.15,1.98319,0.833,Humedales del Delta frontal
Puntos IGN,1.12,2.43674,1.317,Humedales del Delta frontal
Puntos IGN,1.58,2.09086,0.511,Humedales del Delta frontal
Puntos IGN,1.34,1.90981,0.57,Humedales del Delta frontal
Puntos IGN,1.81,1.9826,0.173,Humedales del Delta frontal
Puntos IGN,2.07,1.73295,-0.337,Humedales del Delta frontal
Puntos IGN,1.64,1.75325,0.113,Humedales del Delta frontal
Puntos IGN,1.99,1.99092,0.001,Humedales del Delta frontal
Puntos IGN,1.81,1.9826,0.173,Humedales del Delta frontal
Puntos IGN,2.09,1.91693,-0.173,Humedales del Delta frontal
Puntos IGN,1.55,1.90226,0.352,Humedales del Delta frontal
Puntos IGN,1.8,1.87567,0.076,Humedales del Delta frontal
Puntos IGN,2.31,1.92066,-0.389,Humedales del Delta frontal
Puntos IGN,2.21,1.91472,-0.295,Humedales del Delta frontal
Puntos IGN,1.93,1.89644,-0.034,Humedales del Delta frontal
Puntos IGN,1.61,1.78967,0.18,Humedales del Delta frontal
Puntos IGN,2.58,2.06269,-0.517,Humedales del Delta frontal
Puntos IGN,1.71,2.06122,0.351,Humedales del Delta frontal
Puntos IGN,1.47,2.09755,0.628,Humedales del Delta frontal
Puntos IGN,1.5,2.01623,0.516,Humedales del Delta frontal
Puntos IGN,1.46,1.7886,0.329,Humedales del Delta frontal
Puntos IGN,1.92,1.69358,-0.226,Humedales del Delta frontal
Puntos IGN,1.51,1.6801,0.17,Humedales del Delta frontal
Puntos IGN,2,1.66349,-0.337,Humedales del Delta frontal
Puntos IGN,2.11,1.56468,-0.545,Humedales del Delta frontal
Puntos IGN,2.07,1.64269,-0.427,Humedales del Delta frontal
Puntos IGN,1.616,2.19619,0.58,Humedales del Delta frontal
Puntos IGN,1.6,2.36619,0.766,Humedales del Delta frontal
Puntos IGN,2.25,1.95029,-0.3,Humedales del Delta frontal
Puntos IGN,1.5,1.98181,0.482,Humedales del Delta frontal
Puntos IGN,1.5,1.60436,0.104,Humedales del Delta frontal
Puntos IGN,3,1.8998,-1.1,Humedales del Delta frontal
Puntos IGN,2,2.18558,0.186,Humedales del Delta frontal
Puntos IGN,2,2.29327,0.293,Humedales del Delta frontal
Puntos IGN,2,1.52975,-0.47,Humedales del Delta frontal
